	gene	importance
1504	eRNA_chr13_113204550_113204820_minus	0.0
1490	eRNA_chr3_156796250_156796780_minus	0.0
1489	eRNA_chr7_105674210_105674320_minus	0.0
1487	eRNA_chr11_108217650_108217990_minus	0.0
1486	eRNA_chr3_23228680_23240810_plus	0.0
1485	eRNA_chr8_120750190_120751970_minus	0.0
1484	eRNA_chr7_24960490_24960970_minus	0.0
1483	eRNA_chr17_39768900_39770640_minus	0.0
1482	eRNA_chr3_99865030_99870020_plus	0.0
1481	eRNA_chr8_120783960_120784630_minus	0.0
1480	eRNA_chr21_31698500_31698970_minus	0.0
1503	eRNA_chr8_127126000_127128260_plus	0.0
1505	eRNA_chr13_73979000_73979300_minus	0.0
1529	eRNA_chr18_63140910_63141490_minus	0.0
1518	eRNA_chr9_20535080_20537620_minus	0.0
1528	eRNA_chr6_90045340_90050360_minus	0.0
1527	eRNA_chr18_63188850_63193580_minus	0.0
1526	eRNA_chr8_120780640_120782490_minus	0.0
1525	eRNA_chr3_23404300_23405980_plus	0.0
1524	eRNA_chr8_123028920_123029060_minus	0.0
1523	eRNA_chr5_151114740_151115120_minus	0.0
1522	eRNA_chr8_28942200_28942620_plus	0.0
1521	eRNA_chr3_23435220_23436120_plus	0.0
1520	eRNA_chr8_120785200_120787150_minus	0.0
1519	eRNA_chr4_70714090_70714630_plus	0.0
1517	eRNA_chr12_93416760_93417160_minus	0.0
1506	eRNA_chr8_79964110_79964300_minus	0.0
1516	eRNA_chr4_113644850_113645090_minus	0.0
1515	eRNA_chr8_120744930_120746240_minus	0.0
1514	eRNA_chr18_63143400_63148280_minus	0.0
1513	eRNA_chr16_81003780_81004030_minus	0.0
1512	eRNA_chr1_89722620_89725210_plus	0.0
1511	eRNA_chr3_23339810_23343840_plus	0.0
1510	eRNA_chr3_99882080_99886000_plus	0.0
1509	eRNA_chr15_42375860_42377510_plus	0.0
1508	eRNA_chr17_80928510_80929500_plus	0.0
1507	eRNA_chr8_127052050_127055260_plus	0.0
1585	eRNA_chr6_90068300_90069670_minus	0.0
1586	eRNA_chr6_90161490_90166200_minus	0.0
1587	eRNA_chr7_141553570_141553900_plus	0.0
1653	eRNA_chr16_78777460_78777900_plus	0.0
1663	circRNA_chr2_218385146_218387955_plus	0.0
1662	circRNA_chr7_75162325_75163019_minus	0.0
1661	circRNA_chrX_148661907_148662768_plus	0.0
1660	circRNA_chr16_31361835_31362753_plus	0.0
1659	circRNA_chrX_148651998_148662768_plus	0.0
1658	circRNA_chr1_17341942_17342402_plus	0.0
1657	circRNA_chr17_39709812_39715939_plus	0.0
1656	eRNA_chr3_23251410_23251550_plus	0.0
1655	eRNA_chr16_78915350_78915530_plus	0.0
1654	eRNA_chr18_63285900_63286290_minus	0.0
1652	eRNA_chrX_56395070_56397080_plus	0.0
1665	circRNA_chr18_76441244_76443211_minus	0.0
1651	eRNA_chr4_38512110_38512410_plus	0.0
1650	eRNA_chr6_90033810_90034180_minus	0.0
1649	eRNA_chr12_120046600_120046830_plus	0.0
1648	eRNA_chr8_59017010_59017130_minus	0.0
1647	eRNA_chr11_61116760_61117020_plus	0.0
1646	eRNA_chr16_78915670_78917350_plus	0.0
1645	eRNA_chr7_92752030_92752200_minus	0.0
1644	eRNA_chr6_90127660_90128000_minus	0.0
1643	eRNA_chr12_47239330_47239670_plus	0.0
1642	eRNA_chr16_78782450_78785540_plus	0.0
1664	circRNA_chr19_11335446_11335783_minus	0.0
1666	circRNA_chr11_47358843_47375732_minus	0.0
1588	eRNA_chr7_92665790_92666490_minus	0.0
1680	circRNA_chr15_41356038_41377304_plus	0.0
1690	circRNA_chr21_37420298_37421866_plus	0.0
1689	circRNA_chr1_205268949_205269884_plus	0.0
1688	circRNA_chr19_45521321_45522818_plus	0.0
1687	circRNA_chr14_72981788_72993357_minus	0.0
1686	circRNA_chr11_47358843_47375729_minus	0.0
1685	circRNA_chr8_38943788_38946221_plus	0.0
1684	circRNA_chr5_97101758_97103094_plus	0.0
1683	circRNA_chr15_65752378_65761438_minus	0.0
1682	circRNA_chr4_168400825_168458008_minus	0.0
1681	circRNA_chr19_45517662_45518094_plus	0.0
1679	circRNA_chr10_5794884_5800705_minus	0.0
1667	circRNA_chr9_92975237_92976709_plus	0.0
1678	circRNA_chr4_6923372_6924111_plus	0.0
1677	circRNA_chr16_24032135_24035547_plus	0.0
1676	circRNA_chr11_47358843_47360040_minus	0.0
1675	circRNA_chr16_11020192_11061022_plus	0.0
1674	circRNA_chr4_1900625_1935262_plus	0.0
1672	circRNA_chr2_226864603_226867318_plus	0.0
1671	circRNA_chr1_20969473_20981227_minus	0.0
1670	circRNA_chr19_17101659_17102557_plus	0.0
1669	circRNA_chr8_132727797_132757294_minus	0.0
1668	circRNA_chr3_172247532_172251541_plus	0.0
1641	eRNA_chr3_99824450_99824710_plus	0.0
1639	eRNA_chr2_198032180_198032660_plus	0.0
1638	eRNA_chr8_60916480_60916970_plus	0.0
1600	eRNA_chr7_92762160_92762310_minus	0.0
1610	eRNA_chrX_79218460_79223580_plus	0.0
1609	eRNA_chr7_92638320_92638500_minus	0.0
1608	eRNA_chr6_90124400_90124840_minus	0.0
1607	eRNA_chr14_68367550_68367960_plus	0.0
1606	eRNA_chr18_63230640_63235470_minus	0.0
1605	eRNA_chr18_63227270_63230220_minus	0.0
1604	eRNA_chr16_78805290_78811230_plus	0.0
1603	eRNA_chr6_158284880_158285140_plus	0.0
1602	eRNA_chr16_78891720_78893980_plus	0.0
1601	eRNA_chr18_63287760_63293450_minus	0.0
1599	eRNA_chr6_90175840_90180210_minus	0.0
1637	eRNA_chr10_101467040_101467210_plus	0.0
1598	eRNA_chr6_127732230_127734070_minus	0.0
1597	eRNA_chr7_92708360_92708500_minus	0.0
1596	eRNA_chr3_27393540_27393690_minus	0.0
1595	eRNA_chr7_18552340_18555590_plus	0.0
1594	eRNA_chr6_90144760_90148720_minus	0.0
1593	eRNA_chrX_1488870_1491810_minus	0.0
1592	eRNA_chr16_78787600_78795010_plus	0.0
1591	eRNA_chr18_63235640_63243500_minus	0.0
1590	eRNA_chr2_181406610_181408450_plus	0.0
1589	eRNA_chr6_90110610_90112470_minus	0.0
1611	eRNA_chr18_63148520_63149090_minus	0.0
1612	eRNA_chr16_78795120_78796510_plus	0.0
1613	eRNA_chr3_58116210_58116620_plus	0.0
1614	eRNA_chr18_63202070_63205710_minus	0.0
1636	eRNA_chr18_63205860_63206280_minus	0.0
1635	eRNA_chr18_63173290_63174080_minus	0.0
1634	eRNA_chr16_78833770_78837920_plus	0.0
1632	eRNA_chr7_18460780_18461160_plus	0.0
1631	eRNA_chr18_63174330_63174470_minus	0.0
1630	eRNA_chr6_90119710_90121150_minus	0.0
1629	eRNA_chr2_190352170_190352360_plus	0.0
1628	eRNA_chr14_68096380_68097090_plus	0.0
1627	eRNA_chr7_92709760_92709900_minus	0.0
1626	eRNA_chr5_88735790_88735920_minus	0.0
1625	eRNA_chr6_90152020_90153490_minus	0.0
1624	eRNA_chr11_83056290_83056420_minus	0.0
1623	eRNA_chr7_92721080_92721240_minus	0.0
1622	eRNA_chr12_104999160_104999820_plus	0.0
1621	eRNA_chr6_127833420_127834570_minus	0.0
1620	eRNA_chr1_61141550_61141740_plus	0.0
1619	eRNA_chr3_112491460_112491600_minus	0.0
1618	eRNA_chr16_78757760_78766630_plus	0.0
1617	eRNA_chr7_92653480_92653770_minus	0.0
1616	eRNA_chr6_7200910_7201230_plus	0.0
1615	eRNA_chr6_90141770_90143820_minus	0.0
1479	eRNA_chr1_77605480_77607400_minus	0.0
1477	eRNA_chr7_92667250_92667960_minus	0.0
1260	eRNA_chr11_9208600_9208830_minus	0.0
1326	eRNA_chr10_92990350_92992480_plus	0.0
1336	eRNA_chrX_24489260_24491730_plus	0.0
1335	eRNA_chr14_77518740_77519150_minus	0.0
1334	eRNA_chr6_110793360_110794040_minus	0.0
1333	eRNA_chr6_87679850_87680740_minus	0.0
1332	eRNA_chr6_53251170_53252340_minus	0.0
1331	eRNA_chr5_80412710_80418030_plus	0.0
1330	eRNA_chr22_42830220_42830490_minus	0.0
1329	eRNA_chr15_42485210_42485700_minus	0.0
1328	eRNA_chrX_120451930_120452640_minus	0.0
1327	eRNA_chr5_150789110_150790770_plus	0.0
1325	eRNA_chr17_62624520_62626370_plus	0.0
1338	eRNA_chr11_45958530_45962640_minus	0.0
1324	eRNA_chr4_139468640_139470070_plus	0.0
1323	eRNA_chr17_51051710_51052050_minus	0.0
1322	eRNA_chr1_15869890_15871090_plus	0.0
1321	eRNA_chr13_32106210_32112930_plus	0.0
1320	eRNA_chr20_60165400_60172480_plus	0.0
1319	eRNA_chr22_42208330_42208610_minus	0.0
1318	eRNA_chr9_113571180_113573950_plus	0.0
1317	eRNA_chr14_96949190_96951810_plus	0.0
1316	eRNA_chr20_20697770_20698030_minus	0.0
1315	eRNA_chr6_53252570_53253180_minus	0.0
1337	eRNA_chr10_26846530_26846900_minus	0.0
1339	eRNA_chr2_159505090_159509140_minus	0.0
1313	eRNA_chr9_125179950_125180090_minus	0.0
1354	eRNA_chr3_32473770_32475180_minus	0.0
1364	eRNA_chr13_25281690_25283430_minus	0.0
1363	eRNA_chr16_3799420_3801210_minus	0.0
1362	eRNA_chr12_31723130_31728100_minus	0.0
1361	eRNA_chr14_50220490_50221870_minus	0.0
1360	eRNA_chr10_29704390_29707060_minus	0.0
1359	eRNA_chrX_9655070_9672460_plus	0.0
1358	eRNA_chrX_2497030_2499320_minus	0.0
1357	eRNA_chr1_181015870_181016430_minus	0.0
1356	eRNA_chr20_20693470_20694020_minus	0.0
1355	eRNA_chr20_2104150_2111060_plus	0.0
1352	eRNA_chr11_3783560_3784280_minus	0.0
1340	eRNA_chr11_45994190_46014720_minus	0.0
1351	eRNA_chr17_42378140_42381520_minus	0.0
1350	eRNA_chr6_110806670_110808630_minus	0.0
1349	eRNA_chr12_31702730_31703930_minus	0.0
1348	eRNA_chr16_3860760_3861650_minus	0.0
1347	eRNA_chrX_19822520_19824200_minus	0.0
1346	eRNA_chr16_3856430_3859400_minus	0.0
1345	eRNA_chr10_132652170_132664930_plus	0.0
1344	eRNA_chr12_100134050_100135700_minus	0.0
1343	eRNA_chr12_100129670_100130390_minus	0.0
1341	eRNA_chr12_7013660_7014250_minus	0.0
1314	eRNA_chr6_136564910_136565350_minus	0.0
1312	eRNA_chr17_42372490_42373070_minus	0.0
1476	eRNA_chr7_92754220_92755350_minus	0.0
1272	eRNA_chr8_61708940_61710330_minus	0.0
1283	eRNA_chr6_158668330_158672590_plus	0.0
1282	eRNA_chr16_67472920_67473530_minus	0.0
1281	eRNA_chr15_94410060_94415560_plus	0.0
1280	eRNA_chr13_25281190_25281320_minus	0.0
1279	eRNA_chr11_78257150_78260870_minus	0.0
1278	eRNA_chr14_92697130_92699600_plus	0.0
1276	eRNA_chr2_28038410_28039200_plus	0.0
1275	eRNA_chr4_184362170_184362740_minus	0.0
1274	eRNA_chr15_79903640_79905080_minus	0.0
1273	eRNA_chr20_56429900_56436300_plus	0.0
1271	eRNA_chr6_17864540_17865180_minus	0.0
1285	eRNA_chr17_51050270_51050870_minus	0.0
1270	eRNA_chr16_69191990_69192670_plus	0.0
1269	eRNA_chr2_239262470_239263240_minus	0.0
1268	eRNA_chr11_72749950_72751680_minus	0.0
1267	eRNA_chr11_72746960_72749680_minus	0.0
1266	eRNA_chr1_151690170_151691410_plus	0.0
1265	eRNA_chr10_29676630_29677300_minus	0.0
1264	eRNA_chr2_96245750_96246290_minus	0.0
1263	eRNA_chr11_72743450_72744110_minus	0.0
1262	eRNA_chr1_156496420_156498550_minus	0.0
1261	eRNA_chr6_136553420_136554040_minus	0.0
1284	eRNA_chr11_3010500_3010740_minus	0.0
1286	eRNA_chr9_112302900_112303260_minus	0.0
1311	eRNA_chr8_22610580_22610920_minus	0.0
1300	eRNA_chr4_37892180_37900930_plus	0.0
1310	eRNA_chr6_17869100_17872000_minus	0.0
1309	eRNA_chr16_3861820_3863070_minus	0.0
1308	eRNA_chr1_176187450_176189690_minus	0.0
1307	eRNA_chr12_100136600_100140490_minus	0.0
1306	eRNA_chr13_30771570_30775210_plus	0.0
1305	eRNA_chr10_104318910_104320650_minus	0.0
1304	eRNA_chr2_159486900_159488480_minus	0.0
1303	eRNA_chr4_159189860_159192530_plus	0.0
1302	eRNA_chr20_20548620_20555640_minus	0.0
1301	eRNA_chr15_90416300_90422510_plus	0.0
1299	eRNA_chr11_9162320_9163270_minus	0.0
1287	eRNA_chr14_102388990_102399890_plus	0.0
1298	eRNA_chrX_21943700_21944450_plus	0.0
1297	eRNA_chr20_60158300_60163400_plus	0.0
1295	eRNA_chr3_188755280_188757440_plus	0.0
1294	eRNA_chr22_29944850_29948960_plus	0.0
1293	eRNA_chr13_32113070_32115580_plus	0.0
1292	eRNA_chr5_95075540_95079600_minus	0.0
1291	eRNA_chr22_38268510_38269190_minus	0.0
1290	eRNA_chr7_134667250_134668060_plus	0.0
1289	eRNA_chr1_52746780_52747890_plus	0.0
1288	eRNA_chr14_73327230_73327880_minus	0.0
1365	eRNA_chr6_13703170_13703480_minus	0.0
1366	eRNA_chrX_19804930_19820000_minus	0.0
1367	eRNA_chr17_60651600_60653680_plus	0.0
1436	eRNA_chr6_138909530_138910170_minus	0.0
1446	eRNA_chr6_87644500_87645490_plus	0.0
1445	eRNA_chr12_120005390_120008610_plus	0.0
1444	eRNA_chr14_67940100_67953050_plus	0.0
1443	eRNA_chr3_105756570_105760160_minus	0.0
1442	eRNA_chr12_111853600_111855100_plus	0.0
1441	eRNA_chr14_67965410_67974730_plus	0.0
1440	eRNA_chr1_246209420_246211050_minus	0.0
1439	eRNA_chr20_48977460_48983250_plus	0.0
1438	eRNA_chr4_109619790_109633180_plus	0.0
1437	eRNA_chr8_120672750_120674260_minus	0.0
1435	eRNA_chr13_77316330_77317900_minus	0.0
1448	eRNA_chr3_197239610_197240490_minus	0.0
1434	eRNA_chr9_131998370_131999610_minus	0.0
1433	eRNA_chr4_113633160_113637210_minus	0.0
1432	eRNA_chr11_108731520_108738230_plus	0.0
1431	eRNA_chr9_6766250_6768520_plus	0.0
1430	eRNA_chr2_106114480_106115870_minus	0.0
1429	eRNA_chr16_84719080_84724940_plus	0.0
1428	eRNA_chr1_101047480_101058920_plus	0.0
1425	eRNA_chr9_6936010_6939770_plus	0.0
1424	eRNA_chr5_107951040_107951880_minus	0.0
1423	eRNA_chr12_28340220_28344240_plus	0.0
1447	eRNA_chr1_77604750_77605370_minus	0.0
1449	eRNA_chr6_158803700_158804500_minus	0.0
1368	eRNA_chr4_101084750_101085350_minus	0.0
1464	eRNA_chr1_101032940_101042040_plus	0.0
1475	eRNA_chr13_77318010_77318400_minus	0.0
1474	eRNA_chr7_44461260_44461700_minus	0.0
1473	eRNA_chr13_73980690_73981440_minus	0.0
1472	eRNA_chr8_96263440_96264270_plus	0.0
1471	eRNA_chr4_113731570_113732740_minus	0.0
1470	eRNA_chr2_62011260_62013020_plus	0.0
1469	eRNA_chr16_84725380_84728280_plus	0.0
1467	eRNA_chr4_113643290_113644020_minus	0.0
1466	eRNA_chr12_28349160_28352170_plus	0.0
1465	eRNA_chr11_6524100_6525690_plus	0.0
1463	eRNA_chr4_113706810_113709140_minus	0.0
1450	eRNA_chr8_120795200_120800730_minus	0.0
1462	eRNA_chr6_20688470_20690040_plus	0.0
1461	eRNA_chr11_108738500_108741130_plus	0.0
1460	eRNA_chr6_143632450_143644560_plus	0.0
1459	eRNA_chr4_109604400_109618690_plus	0.0
1458	eRNA_chr2_106123890_106125090_minus	0.0
1457	eRNA_chr14_67974840_67979680_plus	0.0
1456	eRNA_chr10_74260020_74265700_plus	0.0
1454	eRNA_chr6_5505200_5507380_plus	0.0
1453	eRNA_chr10_59809410_59809720_minus	0.0
1452	eRNA_chr14_68072310_68079400_plus	0.0
1422	eRNA_chr13_79390350_79391830_minus	0.0
1421	eRNA_chr10_63514860_63516800_minus	0.0
1420	eRNA_chr9_6952500_6962740_plus	0.0
1381	eRNA_chr1_181010450_181015660_minus	0.0
1392	eRNA_chr7_129846060_129847320_minus	0.0
1391	eRNA_chr2_8830860_8832310_minus	0.0
1390	eRNA_chr5_179756170_179760810_plus	0.0
1389	eRNA_chr16_69587970_69602930_plus	0.0
1387	eRNA_chr7_36871180_36874340_minus	0.0
1386	eRNA_chr3_122488180_122490790_minus	0.0
1385	eRNA_chr1_51685270_51689110_plus	0.0
1384	eRNA_chr20_2112200_2114240_plus	0.0
1383	eRNA_chr11_2541460_2544190_plus	0.0
1382	eRNA_chr3_58340510_58349260_plus	0.0
1380	eRNA_chr7_37262200_37263000_minus	0.0
1419	eRNA_chr8_116703220_116704580_minus	0.0
1379	eRNA_chr16_3796860_3799260_minus	0.0
1378	eRNA_chr18_21046200_21047460_minus	0.0
1376	eRNA_chr10_75135620_75139460_plus	0.0
1375	eRNA_chr7_36865080_36866200_minus	0.0
1374	eRNA_chr2_239251290_239254450_minus	0.0
1373	eRNA_chr3_119832780_119833420_minus	0.0
1372	eRNA_chr17_64083240_64086640_minus	0.0
1371	eRNA_chr3_101734300_101737010_plus	0.0
1370	eRNA_chr22_40293680_40296480_plus	0.0
1369	eRNA_chr20_62298350_62301580_plus	0.0
1394	eRNA_chr2_173921230_173923480_minus	0.0
1395	eRNA_chr7_37264460_37266630_minus	0.0
1396	eRNA_chr17_60519420_60523770_minus	0.0
1397	eRNA_chr3_57761910_57770860_plus	0.0
1418	eRNA_chr1_25464880_25467550_plus	0.0
1417	eRNA_chr5_134942220_134945980_plus	0.0
1416	eRNA_chr14_68304270_68309950_plus	0.0
1415	eRNA_chr11_35742870_35751810_plus	0.0
1414	eRNA_chr3_119307110_119312970_plus	0.0
1413	eRNA_chr8_116730090_116730530_minus	0.0
1412	eRNA_chr3_4631020_4634130_plus	0.0
1411	eRNA_chr5_157845670_157847050_minus	0.0
1410	eRNA_chr3_128166520_128169770_plus	0.0
1409	eRNA_chr6_126058590_126062990_plus	0.0
1408	eRNA_chr3_33427200_33428180_minus	0.0
1407	eRNA_chr2_119832760_119839190_plus	0.0
1406	eRNA_chr12_45223440_45226510_plus	0.0
1405	eRNA_chr18_79256520_79261300_plus	0.0
1404	eRNA_chr11_20475990_20478510_plus	0.0
1403	eRNA_chrX_40719840_40723080_minus	0.0
1402	eRNA_chr12_45230850_45249290_plus	0.0
1401	eRNA_chr15_75860680_75866630_plus	0.0
1400	eRNA_chr4_4453170_4456680_minus	0.0
1399	eRNA_chr1_100944810_100954990_plus	0.0
1398	eRNA_chr7_112880760_112890330_minus	0.0
868	DEG_ENSG00000103363.14	0.0
846	DEG_ENSG00000072694.20	0.0
866	DEG_ENSG00000128849.10	0.0
284	DEG_ENSG00000113303.11	0.0
296	DEG_ENSG00000142453.11	0.0
293	DEG_ENSG00000133028.11	0.0
292	DEG_ENSG00000140044.12	0.0
291	DEG_ENSG00000267340.1	0.0
290	DEG_ENSG00000259713.1	0.0
289	DEG_ENSG00000120029.12	0.0
288	DEG_ENSG00000099804.8	0.0
287	DEG_ENSG00000100418.7	0.0
286	DEG_ENSG00000172164.14	0.0
285	DEG_ENSG00000187097.12	0.0
283	DEG_ENSG00000143226.13	0.0
298	DEG_ENSG00000198671.3	0.0
282	DEG_ENSG00000284948.1	0.0
281	DEG_ENSG00000115828.16	0.0
280	DEG_ENSG00000214013.9	0.0
279	DEG_ENSG00000273644.1	0.0
278	DEG_ENSG00000148572.15	0.0
277	DEG_ENSG00000243554.1	0.0
276	DEG_ENSG00000264049.1	0.0
275	DEG_ENSG00000120868.13	0.0
274	DEG_ENSG00000144580.13	0.0
273	DEG_ENSG00000165792.17	0.0
297	DEG_ENSG00000271749.1	0.0
299	DEG_ENSG00000196549.10	0.0
271	DEG_ENSG00000277579.1	0.0
313	DEG_ENSG00000115946.7	0.0
323	DEG_ENSG00000157778.8	0.0
322	DEG_ENSG00000002016.17	0.0
321	DEG_ENSG00000115204.14	0.0
320	DEG_ENSG00000162722.8	0.0
319	DEG_ENSG00000175931.12	0.0
318	DEG_ENSG00000116017.10	0.0
317	DEG_ENSG00000248719.1	0.0
316	DEG_ENSG00000167994.11	0.0
315	DEG_ENSG00000258565.1	0.0
314	DEG_ENSG00000205629.11	0.0
312	DEG_ENSG00000221817.9	0.0
300	DEG_ENSG00000067606.16	0.0
311	DEG_ENSG00000005882.11	0.0
310	DEG_ENSG00000276770.1	0.0
309	DEG_ENSG00000270330.1	0.0
308	DEG_ENSG00000282840.1	0.0
307	DEG_ENSG00000105393.15	0.0
306	DEG_ENSG00000013583.9	0.0
305	DEG_ENSG00000204673.10	0.0
304	DEG_ENSG00000180953.11	0.0
303	DEG_ENSG00000138867.16	0.0
301	DEG_ENSG00000013364.18	0.0
272	DEG_ENSG00000235159.1	0.0
270	DEG_ENSG00000160445.10	0.0
430	DEG_ENSG00000164035.9	0.0
232	DEG_ENSG00000184787.18	0.0
242	DEG_ENSG00000249931.4	0.0
241	DEG_ENSG00000013306.15	0.0
240	DEG_ENSG00000124126.13	0.0
239	DEG_ENSG00000148341.17	0.0
238	DEG_ENSG00000250687.6	0.0
237	DEG_ENSG00000131043.11	0.0
236	DEG_ENSG00000160563.13	0.0
235	DEG_ENSG00000119977.20	0.0
234	DEG_ENSG00000115507.9	0.0
233	DEG_ENSG00000204228.3	0.0
231	DEG_ENSG00000165175.15	0.0
244	DEG_ENSG00000079308.18	0.0
230	DEG_ENSG00000198876.12	0.0
229	DEG_ENSG00000268170.2	0.0
228	DEG_ENSG00000198556.13	0.0
227	DEG_ENSG00000144468.16	0.0
226	DEG_ENSG00000144029.11	0.0
225	DEG_ENSG00000251179.1	0.0
224	DEG_ENSG00000231955.1	0.0
223	DEG_ENSG00000184178.15	0.0
222	DEG_ENSG00000118046.14	0.0
220	DEG_ENSG00000165115.14	0.0
243	DEG_ENSG00000249138.1	0.0
245	DEG_ENSG00000162396.5	0.0
269	DEG_ENSG00000174206.12	0.0
258	DEG_ENSG00000167671.11	0.0
268	DEG_ENSG00000264251.2	0.0
267	DEG_ENSG00000284882.1	0.0
266	DEG_ENSG00000146535.13	0.0
265	DEG_ENSG00000201573.1	0.0
264	DEG_ENSG00000156232.7	0.0
263	DEG_ENSG00000259376.1	0.0
262	DEG_ENSG00000255730.5	0.0
261	DEG_ENSG00000268734.1	0.0
260	DEG_ENSG00000102760.12	0.0
259	DEG_ENSG00000205643.10	0.0
257	DEG_ENSG00000163464.7	0.0
246	DEG_ENSG00000062282.14	0.0
256	DEG_ENSG00000242860.3	0.0
255	DEG_ENSG00000261043.5	0.0
254	DEG_ENSG00000119383.19	0.0
253	DEG_ENSG00000204345.1	0.0
252	DEG_ENSG00000241286.2	0.0
251	DEG_ENSG00000118513.18	0.0
250	DEG_ENSG00000167676.4	0.0
249	DEG_ENSG00000103196.11	0.0
248	DEG_ENSG00000253736.2	0.0
247	DEG_ENSG00000241547.1	0.0
324	DEG_ENSG00000189013.14	0.0
325	DEG_ENSG00000171791.12	0.0
326	DEG_ENSG00000215241.3	0.0
391	DEG_ENSG00000182307.13	0.0
401	DEG_ENSG00000083444.16	0.0
400	DEG_ENSG00000125818.17	0.0
399	DEG_ENSG00000270133.1	0.0
398	DEG_ENSG00000120658.13	0.0
397	DEG_ENSG00000249532.5	0.0
396	DEG_ENSG00000246705.4	0.0
395	DEG_ENSG00000260267.1	0.0
394	DEG_ENSG00000101474.11	0.0
393	DEG_ENSG00000279447.1	0.0
392	DEG_ENSG00000127954.12	0.0
390	DEG_ENSG00000130600.18	0.0
404	DEG_ENSG00000065491.8	0.0
389	DEG_ENSG00000237359.1	0.0
388	DEG_ENSG00000260086.2	0.0
387	DEG_ENSG00000107951.14	0.0
386	DEG_ENSG00000283525.1	0.0
385	DEG_ENSG00000100266.18	0.0
384	DEG_ENSG00000215297.3	0.0
383	DEG_ENSG00000133800.8	0.0
382	DEG_ENSG00000124762.13	0.0
381	DEG_ENSG00000186431.18	0.0
380	DEG_ENSG00000102900.12	0.0
402	DEG_ENSG00000252652.1	0.0
405	DEG_ENSG00000272407.1	0.0
327	DEG_ENSG00000201441.1	0.0
418	DEG_ENSG00000273473.1	0.0
428	DEG_ENSG00000163283.6	0.0
427	DEG_ENSG00000261338.2	0.0
426	DEG_ENSG00000111058.7	0.0
425	DEG_ENSG00000214253.8	0.0
424	DEG_ENSG00000257127.6	0.0
423	DEG_ENSG00000260038.1	0.0
422	DEG_ENSG00000282602.1	0.0
421	DEG_ENSG00000180992.6	0.0
420	DEG_ENSG00000123933.16	0.0
419	DEG_ENSG00000105810.9	0.0
417	DEG_ENSG00000163563.7	0.0
406	DEG_ENSG00000100104.13	0.0
416	DEG_ENSG00000267575.6	0.0
415	DEG_ENSG00000233276.4	0.0
414	DEG_ENSG00000145335.15	0.0
413	DEG_ENSG00000258352.1	0.0
412	DEG_ENSG00000129472.14	0.0
411	DEG_ENSG00000243664.1	0.0
410	DEG_ENSG00000234663.6	0.0
409	DEG_ENSG00000165071.14	0.0
408	DEG_ENSG00000183690.12	0.0
407	DEG_ENSG00000115649.15	0.0
379	DEG_ENSG00000115758.12	0.0
378	DEG_ENSG00000132965.9	0.0
377	DEG_ENSG00000158850.14	0.0
339	DEG_ENSG00000120158.11	0.0
349	DEG_ENSG00000233184.6	0.0
348	DEG_ENSG00000112195.8	0.0
347	DEG_ENSG00000166788.9	0.0
346	DEG_ENSG00000146409.11	0.0
345	DEG_ENSG00000176422.13	0.0
344	DEG_ENSG00000153814.12	0.0
343	DEG_ENSG00000145882.10	0.0
342	DEG_ENSG00000203288.3	0.0
341	DEG_ENSG00000254694.1	0.0
340	DEG_ENSG00000159199.13	0.0
338	DEG_ENSG00000263993.2	0.0
376	DEG_ENSG00000130522.5	0.0
337	DEG_ENSG00000277118.1	0.0
336	DEG_ENSG00000169084.13	0.0
335	DEG_ENSG00000241665.3	0.0
334	DEG_ENSG00000183444.10	0.0
333	DEG_ENSG00000059588.9	0.0
332	DEG_ENSG00000100644.16	0.0
331	DEG_ENSG00000206629.1	0.0
330	DEG_ENSG00000173867.10	0.0
329	DEG_ENSG00000256298.1	0.0
328	DEG_ENSG00000006652.13	0.0
350	DEG_ENSG00000158089.14	0.0
351	DEG_ENSG00000247271.6	0.0
353	DEG_ENSG00000165775.17	0.0
354	DEG_ENSG00000168159.11	0.0
375	DEG_ENSG00000206344.7	0.0
374	DEG_ENSG00000248323.6	0.0
373	DEG_ENSG00000238713.1	0.0
372	DEG_ENSG00000223336.1	0.0
371	DEG_ENSG00000161040.16	0.0
370	DEG_ENSG00000155926.13	0.0
369	DEG_ENSG00000139132.14	0.0
368	DEG_ENSG00000169902.14	0.0
367	DEG_ENSG00000139514.12	0.0
366	DEG_ENSG00000001084.12	0.0
365	DEG_ENSG00000046647.13	0.0
364	DEG_ENSG00000260550.2	0.0
363	DEG_ENSG00000153560.11	0.0
362	DEG_ENSG00000109466.13	0.0
361	DEG_ENSG00000221988.12	0.0
360	DEG_ENSG00000202374.1	0.0
359	DEG_ENSG00000131844.15	0.0
358	DEG_ENSG00000139842.14	0.0
357	DEG_ENSG00000198931.10	0.0
356	DEG_ENSG00000285882.1	0.0
355	DEG_ENSG00000141084.10	0.0
219	DEG_ENSG00000108559.11	0.0
218	DEG_ENSG00000103257.8	0.0
217	DEG_ENSG00000184730.10	0.0
68	DEG_ENSG00000262265.2	0.0
79	DEG_ENSG00000257878.1	0.0
78	DEG_ENSG00000249637.1	0.0
77	DEG_ENSG00000163083.5	0.0
76	DEG_ENSG00000048140.17	0.0
75	DEG_ENSG00000276136.1	0.0
74	DEG_ENSG00000235051.3	0.0
73	DEG_ENSG00000254928.1	0.0
72	DEG_ENSG00000238243.3	0.0
71	DEG_ENSG00000254812.1	0.0
