"ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"hsa05012" "hsa05012" "Parkinson disease" "76/1658" "266/8192" 0.000603040898130595 0.00317792981237075 0.00207562949064165 "5691/10105/2773/7316/6571/7846/4712/317/4217/2771/6390/27173/7277/10376/4891/6392/5719/1649/842/5700/22926/11047/27429/1843/120892/4780/7295/805/84617/5692/1329/7922/581/90550/1351/118424/468/5335/5071/10383/808/5713/84790/9861/3708/818/4716/25800/4710/10476/11315/3799/7384/7326/7332/4695/5704/89953/9817/29985/5688/23516/5693/4709/292/54539/515/1327/5715/5714/4694/4705/517/51465/51079/5682" 76
"hsa04215" "hsa04215" "Apoptosis - multiple species" "15/1658" "32/8192" 0.000624004579572067 0.0032370237565301 0.00211422604262904 "27113/8772/637/841/317/7132/842/27429/8678/5366/581/578/596/331/56616" 15
"hsa05020" "hsa05020" "Prion disease" "77/1658" "273/8192" 0.000842034026713123 0.0043008507210578 0.00280905278547212 "4688/5691/4689/3310/1535/10105/1459/5879/5594/5595/7846/4712/653361/317/6390/3553/7277/10376/6392/5719/1649/842/3303/1432/5700/11047/5530/572/84617/5692/5880/1329/3305/581/10488/90550/1351/1385/5293/468/9586/10383/5713/84790/5296/9861/3708/4716/5532/4710/10476/5580/3799/7384/5603/4695/5704/89953/5290/4851/5688/5693/4709/292/54539/515/1327/5715/5533/5714/4694/4705/517/2534/778/51079/5682" 77
"hsa04130" "hsa04130" "SNARE interactions in vesicular transport" "15/1658" "33/8192" 0.000932190345576824 0.00468919992017433 0.00306269874304347 "9341/8773/6809/10652/6811/10228/9527/9342/6810/8676/9570/9554/2054/8417/10791" 15
"hsa05323" "hsa05323" "Rheumatoid arthritis" "32/1658" "93/8192" 0.000951121001160681 0.00471301749828875 0.00307825492912962 "533/7099/8992/9114/526/7097/529/3553/523/2919/535/10673/528/10312/537/6372/51382/7422/3383/3123/3725/942/8741/3606/9296/284/3122/3689/3108/3115/3113/941" 32
"hsa05231" "hsa05231" "Choline metabolism in cancer" "33/1658" "98/8192" 0.0012177686651012 0.0059455764237294 0.00388328707447132 "5894/6583/2885/5879/5594/5595/207/6655/3091/5579/160851/5880/5130/6667/1978/1606/5293/7454/5335/8611/5321/5296/10000/3725/5900/57153/5290/8526/6584/8395/6580/5578/2475" 33
"hsa05220" "hsa05220" "Chronic myeloid leukemia" "27/1658" "76/8192" 0.00134756574126403 0.00643510976435797 0.00420302032802074 "7048/1398/5894/2885/4616/5594/5595/207/1027/4792/1488/6777/4088/6655/9846/1147/572/1021/7046/581/578/5293/6776/5296/10000/5290/8517" 27
"hsa05022" "hsa05022" "Pathways of neurodegeneration - multiple diseases" "123/1658" "476/8192" 0.00135680025152126 0.00643510976435797 0.00420302032802074 "23401/10023/29982/8772/5691/637/5894/10105/5663/1459/5879/5594/5595/7316/841/324/7846/5861/4712/317/9821/4217/355/7133/6390/7132/3553/7277/10376/6392/5719/8878/1649/842/1432/5700/8851/22926/5579/11047/10126/10010/27429/5530/3064/4218/120892/8678/805/572/84557/84617/5692/2776/25978/1329/11258/581/5868/90550/1351/29110/118424/578/468/5335/5071/596/488/23130/10383/808/203228/5713/84790/9861/3708/818/55860/4716/5532/5743/4710/10476/10121/11315/3799/7384/7326/7332/5603/4695/5704/89953/1768/9706/5688/7415/5693/643246/8408/6311/4709/292/54539/515/64446/1327/5715/5578/5533/5714/4694/4705/517/102800317/51465/778/84134/2521/51079/2475/5682" 123
"hsa04933" "hsa04933" "AGE-RAGE signaling pathway in diabetic complications" "33/1658" "100/8192" 0.00178716362532949 0.00835687779731536 0.00545820173191809 "7048/5879/5594/5595/7056/207/1027/3553/6777/998/4088/1432/6774/5579/5336/5590/7046/581/5293/6776/5335/596/7422/3383/5296/10000/3725/5580/5603/3717/5290/5578/5581" 33
"hsa05215" "hsa05215" "Prostate cancer" "32/1658" "97/8192" 0.00209302284586034 0.00965116090035602 0.00630354833694782 "5894/2885/4318/5594/5595/207/1027/7850/5728/4792/842/6655/1147/572/6692/7039/10488/1385/5293/468/9586/596/5296/10000/5327/2950/6934/5290/6932/8517/2475/6935" 32
"hsa00520" "hsa00520" "Amino sugar and nucleotide sugar metabolism" "19/1658" "49/8192" 0.00214144162474458 0.00973915917007126 0.00636102342750374 "51167/5973/55276/2584/3074/80896/5236/2821/2592/7360/80146/51706/55577/51005/1118/2582/3101/2762/8790" 19
"hsa04530" "hsa04530" "Tight junction" "50/1658" "169/8192" 0.00223803370305493 0.0100409079650573 0.00655810729486936 "9071/7408/387/3059/10552/10094/5879/10092/7846/10093/10109/4217/9693/7277/10627/10376/10096/998/10095/51762/100506658/6093/87/103910/10097/4218/5515/653857/5590/7454/5571/84790/3725/7122/50855/123720/7074/154796/50848/57180/1739/9181/55844/5906/9368/71/81/55114/60/5581" 50
"hsa05160" "hsa05160" "Hepatitis C" "47/1658" "157/8192" 0.00230338565662922 0.0101963205066787 0.0066596132668859 "8772/9071/637/5894/8837/6041/2885/3454/5594/5595/841/207/4792/317/355/7297/7132/842/6655/100506658/6774/8554/1147/7534/5515/572/1021/581/29110/7187/578/5293/3716/5296/6256/10000/7122/7529/440275/5290/5465/55844/27102/8517/10379/7189/3665" 47
"hsa03050" "hsa03050" "Proteasome" "18/1658" "46/8192" 0.00246724582266068 0.0107779685937282 0.00703951024194044 "5691/5698/5699/5696/5719/5720/5700/11047/5692/51371/5713/9861/5704/5688/5693/5715/5714/5682" 18
"hsa04810" "hsa04810" "Regulation of actin cytoskeleton" "64/1658" "229/8192" 0.0028316218605291 0.0122090708791644 0.00797421877332869 "1398/5894/3678/387/10552/10094/5879/10092/5594/5595/324/207/10093/10109/10672/10152/7409/54961/10627/10096/998/10095/6655/6093/7852/87/103910/10097/5499/5058/653857/5880/3985/5216/4659/5293/8826/1072/4660/3696/5296/10000/4638/10451/2909/8874/7074/2934/3676/57180/5290/89846/7114/3689/79837/8395/2768/3684/9170/71/10788/81/60/5829" 64
"hsa04217" "hsa04217" "Necroptosis" "47/1658" "159/8192" 0.00304132387348065 0.0129451221281484 0.00845496245529034 "3460/8772/57132/7099/637/8837/29108/3454/27243/51652/124044/5836/841/3459/8743/9525/355/7297/5119/7132/3553/6777/8878/8795/6778/6774/834/114548/25978/581/3716/6776/197259/596/10616/5321/331/818/7188/2512/3717/51510/292/10379/29082/55072/128866" 47
"hsa05017" "hsa05017" "Spinocerebellar ataxia" "43/1658" "143/8192" 0.0031550265717845 0.0132590990105374 0.00866003296186019 "29982/5691/10105/207/9821/4217/5719/5700/2959/5579/11047/8678/5692/2776/10524/6667/90550/5293/3516/488/23130/25814/5713/5296/9861/3708/10000/4800/5704/5290/9706/5688/5693/8408/6311/292/5715/5578/5714/9698/6908/2475/5682" 43
"hsa04015" "hsa04015" "Rap1 signaling pathway" "59/1658" "210/8192" 0.00356547209445132 0.0147342153512456 0.00962348878362901 "2357/1398/7408/5894/1945/387/5879/10636/2773/5594/5595/5899/83593/207/2771/7409/9693/57568/998/1432/8631/5579/805/5880/2776/5590/3082/5216/5293/54518/5335/7422/3937/808/5296/10000/6494/10451/50855/1500/7074/51466/5900/5603/2533/5290/284/3815/260425/3689/5906/3684/5578/9170/71/136/60/64411/109" 59
"hsa04072" "hsa04072" "Phospholipase D signaling pathway" "44/1658" "148/8192" 0.00360440700197835 0.0147342153512456 0.00962348878362901 "3577/5894/387/2885/5294/27128/5594/5595/3579/5899/207/10672/10555/9266/6655/9846/2207/2206/160851/8877/5336/2205/6850/1606/5293/5335/1785/8611/5321/5296/10000/2549/5900/5290/8526/3815/8395/2768/5578/9170/56894/2534/109/2475" 44
"hsa04620" "hsa04620" "Toll-like receptor signaling pathway" "33/1658" "104/8192" 0.00363917367109078 0.0147342153512456 0.00962348878362901 "8772/7096/6416/7099/10333/3454/5879/51311/5594/5595/841/207/4792/7097/3553/1432/1147/1326/29110/7187/5293/23643/929/5296/10000/3725/942/5603/5290/8517/7189/941/3665" 33
"hsa04012" "hsa04012" "ErbB signaling pathway" "28/1658" "85/8192" 0.00394962625997871 0.0157985050399148 0.0103186177495956 "1398/6416/5894/2885/5594/5595/207/1027/6777/6655/5579/5058/572/5336/7039/1978/5293/6776/5335/5296/818/10000/3725/2549/5290/868/5578/2475" 28
"hsa04520" "hsa04520" "Adherens junction" "24/1658" "71/8192" 0.00508522950927998 0.0200987642509638 0.0131272841968882 "7048/387/1459/5879/5594/5595/998/4088/87/5880/7046/7454/8826/5777/4008/1500/6934/5795/6932/5818/71/81/60/2534" 24
"hsa04150" "hsa04150" "mTOR signaling pathway" "45/1658" "156/8192" 0.00604882927287921 0.0236260155128929 0.0154310691048064 "389541/5894/58528/96459/64121/387/2885/6195/526/5594/5595/51719/207/5728/529/6446/7132/523/55004/253260/6655/79726/23175/5579/1147/528/1978/28956/5293/8649/51382/6396/5296/10000/81929/10542/9296/83667/5290/9706/8408/5578/9470/2475/57521" 45
"hsa04137" "hsa04137" "Mitophagy - animal" "24/1658" "72/8192" 0.00619674612937783 0.0239223222669005 0.0156245985636699 "23710/1459/7316/4077/7942/11337/9958/8878/3091/8678/84557/7030/6667/29110/468/5071/139341/3725/55288/9101/8887/643246/8408/7879" 24
"hsa05133" "hsa05133" "Pertussis" "25/1658" "76/8192" 0.00638517080362469 0.0243663989287747 0.0159146422933658 "7099/3678/29108/387/2773/5594/5595/3659/2771/3553/1432/834/114548/805/6372/23643/929/1072/808/3725/5603/3689/10392/3684/7189" 25
"hsa05222" "hsa05222" "Small cell lung cancer" "29/1658" "92/8192" 0.00683578793350543 0.0257895635673159 0.0168441664390206 "4616/207/1027/5728/4792/317/842/2272/1147/1021/4149/581/7187/578/5293/7709/596/7185/5296/331/6256/7188/10000/5743/6257/5290/8517/7189/1030" 29
"hsa04115" "hsa04115" "p53 signaling pathway" "24/1658" "73/8192" 0.0075013338680245 0.0279825038672375 0.0182764609912838 "27113/50484/637/4616/841/901/5728/317/64326/355/8493/6477/842/8795/3732/1021/5366/581/51246/596/143686/83667/545/10572" 24
"hsa05213" "hsa05213" "Endometrial cancer" "20/1658" "58/8192" 0.00788513334000742 0.0290873807653607 0.0189980990414214 "5894/2885/4616/5594/5595/324/207/5728/842/6655/572/581/578/5293/5296/10000/6934/5290/6932/3611" 20
"hsa04932" "hsa04932" "Non-alcoholic fatty liver disease" "44/1658" "155/8192" 0.00894543351058914 0.032636087093578 0.0213158970871181 "637/1050/3570/5879/841/207/4712/6945/4217/355/6390/7132/3553/998/6392/1649/8660/1432/1329/83737/581/4296/1351/5293/5571/468/5296/4716/6256/10000/3725/4710/7384/5603/4695/5290/5465/4709/54539/1327/4694/4705/3952/51079" 44
"hsa04068" "hsa04068" "FoxO signaling pathway" "38/1658" "131/8192" 0.0100297688529153 0.0361943832518248 0.0236399586235762 "7048/23710/5894/8698/2885/4616/6648/5594/5595/6789/207/1027/901/8743/5728/6446/10365/11337/26260/4088/8660/1432/6655/6774/604/1147/7046/5293/9454/5571/5296/10000/114907/5603/5290/102800317/1030/9140" 38
"hsa04010" "hsa04010" "MAPK signaling pathway" "76/1658" "294/8192" 0.0104444145542091 0.0372854369031981 0.0243525681739341 "7048/1398/6416/5894/1945/3310/2885/10746/5879/4616/6195/5594/5595/6789/3556/207/8550/4217/355/7867/9693/7132/3553/409/1848/998/1649/3303/1432/6655/5579/1147/5530/1843/6722/5058/5880/1326/3305/7039/4149/7046/3082/4296/5495/8649/9261/5607/2872/468/929/7422/1845/115727/10125/4216/5321/5532/10000/3725/2322/994/5603/55799/5971/284/3815/2005/5906/2768/8517/4914/5578/5533/7189/778" 76
"hsa05214" "hsa05214" "Glioma" "24/1658" "75/8192" 0.0107858487550695 0.0380946998583307 0.0248811292670137 "5894/2885/4616/5594/5595/207/5728/6655/5579/805/1021/5336/7039/581/578/5293/5335/808/5296/818/10000/5290/5578/2475" 24
"hsa04935" "hsa04935" "Growth hormone synthesis, secretion and action" "35/1658" "120/8192" 0.0120073804179953 0.0419626347239416 0.0274074278793024 "1398/6416/5894/2885/2773/5594/5595/3726/207/2771/6777/8660/1432/6655/6774/5579/2776/5336/10488/1385/5293/6776/468/9586/5335/5296/3708/10000/5603/3717/5290/5578/778/109/2475" 35
"hsa04120" "hsa04120" "Ubiquitin mediated proteolysis" "40/1658" "142/8192" 0.0139974583873561 0.0484078769229397 0.0316170660942472 "25847/7321/8945/7316/672/64326/6477/8881/8554/54926/63893/83737/51529/55070/55284/118424/5071/7428/7323/331/8452/55585/64682/9690/23295/10075/7326/7332/9817/8924/868/7325/10273/8450/11059/7189/246184/51465/51619/29945" 40
"hsa04920" "hsa04920" "Adipocytokine signaling pathway" "22/1658" "69/8192" 0.0149060069750293 0.0510093540379954 0.0333161919208213 "207/2180/4792/7133/2182/7132/8660/6774/1147/2181/5571/10645/6256/10000/6257/3717/5465/4794/8517/4793/3952/2475" 22
"hsa05225" "hsa05225" "Hepatocellular carcinoma" "46/1658" "168/8192" 0.0150569779991673 0.0510093540379954 0.0333161919208213 "23401/10023/7048/5894/2885/7296/4616/5594/5595/324/207/5728/4088/6655/5579/4780/572/1021/5336/7039/6604/7046/3082/581/578/5293/5335/4258/6603/5296/10000/9446/2941/57492/2549/2950/9817/6934/5290/6932/196528/5578/71/60/2475/2946" 46
"hsa05415" "hsa05415" "Diabetic cardiomyopathy" "54/1658" "203/8192" 0.016135475495122 0.054110887518995 0.0353419239978217 "4688/7048/4689/1535/10105/4318/5879/207/4712/653361/5728/6390/6392/4088/2597/1432/5579/1509/5499/5880/5590/1329/2936/7046/6667/1351/5293/5165/488/2539/5296/818/4716/10000/4710/10476/5580/7384/5603/4695/5290/5465/4709/292/54539/515/1327/5578/4694/4705/517/51079/2475/51660" 54
"hsa04928" "hsa04928" "Parathyroid hormone synthesis, secretion and action" "31/1658" "106/8192" 0.016698604621084 0.0554393673419988 0.0362096058099295 "5894/387/2773/5594/5595/10672/2771/409/64386/5142/5579/2776/10488/6667/1385/468/9586/596/3708/6256/2625/6257/7421/860/4666/9368/2768/5578/8521/109/9826" 31
"hsa05230" "hsa05230" "Central carbon metabolism in cancer" "22/1658" "70/8192" 0.0176965037719555 0.0581706856662301 0.0379935359773095 "5894/9123/5594/5595/207/5728/3091/5223/5293/57103/2539/5296/51548/10000/2322/5290/3101/3815/3939/9997/4914/2475" 22
"hsa04940" "hsa04940" "Type I diabetes mellitus" "15/1658" "43/8192" 0.0178913575453505 0.0582346147554545 0.0380352905504871 "3133/355/3553/3107/3105/3123/3106/942/3134/3122/3108/3115/3113/941/5799" 15
"hsa00604" "hsa00604" "Glycosphingolipid biosynthesis - ganglio series" "7/1658" "15/8192" 0.0191459864420994 0.0617132766871553 0.040307339878104 "8705/6489/3074/6483/256435/8869/2720" 7
"hsa00500" "hsa00500" "Starch and sucrose metabolism" "13/1658" "36/8192" 0.0197861768007676 0.0631635644024503 0.0412545791594951 "5836/2632/55276/2595/5236/2821/8972/5169/283209/7360/3101/2992/178" 13
"hsa04014" "hsa04014" "Ras signaling pathway" "61/1658" "236/8192" 0.0202705846670442 0.0640936581853206 0.0418620595630185 "5894/1945/387/2885/2787/5879/5594/5595/6789/5899/2783/83593/207/5863/2114/998/6655/3363/9846/5579/8036/1147/8315/2790/5058/805/572/5880/59345/5336/7039/3082/5868/29110/5293/5335/7422/2113/115727/10125/808/5321/5296/10000/2782/2322/5878/7074/100271927/2549/5900/23179/5290/284/3815/8831/5906/8517/4914/5578/22821" 61
"hsa05208" "hsa05208" "Chemical carcinogenesis - reactive oxygen species" "58/1658" "223/8192" 0.0205151065268266 0.0642548619519474 0.0419673480091983 "4688/6416/5894/1535/10105/2885/5879/6648/5594/5595/207/4712/653361/5728/4792/4217/6390/6392/1432/6655/3091/1147/4780/572/1329/3082/1351/5293/7422/4258/5296/4716/10000/9446/3725/4710/2941/10476/5580/7384/5603/4695/9817/5795/5290/4709/292/10327/54539/515/1327/8517/2053/4694/4705/517/51079/2946" 58
"hsa04931" "hsa04931" "Insulin resistance" "31/1658" "108/8192" 0.0217304651160838 0.0674253683975685 0.0440381290104601 "5509/79660/6195/5836/207/5728/4792/6945/7132/8660/6774/5579/5499/5590/10488/1385/5293/5571/9586/5296/10000/5580/11001/10724/5290/5465/7376/8473/2475/133522/5581" 31
"hsa04915" "hsa04915" "Estrogen signaling pathway" "38/1658" "138/8192" 0.0233022730345801 0.0716329134025981 0.0467862402058821 "5894/3310/2885/4318/2773/5594/5595/25984/207/2771/3303/6655/10499/1509/805/5914/2776/3305/7039/10488/6667/1385/5293/468/9586/596/808/5296/3708/2550/10000/3725/2099/8648/5580/5290/109/3875" 38
"hsa05216" "hsa05216" "Thyroid cancer" "13/1658" "37/8192" 0.0250038046888906 0.0761583775845109 0.0497419967736501 "4616/5594/5595/7170/581/578/6256/6257/6934/6932/7175/4914/8030" 13
"hsa05016" "hsa05016" "Huntington disease" "76/1658" "306/8192" 0.0265918158767609 0.0802589351916785 0.0524202303407919 "29982/27113/5691/10105/6648/841/7846/4712/317/9821/4217/6390/7277/10376/6392/5719/842/5432/5700/11047/10126/3064/8678/84617/5692/2776/1329/11258/581/10488/6667/1211/1351/1385/9586/23130/10383/5713/84790/9861/3708/55860/4716/4710/10476/10121/5439/3799/7384/4695/5704/89953/1768/9706/5436/5688/5435/5693/8408/4709/292/54539/515/64446/1327/5715/5714/4694/4705/6875/517/6908/548644/51079/2475/5682" 76
"hsa00562" "hsa00562" "Inositol phosphate metabolism" "22/1658" "73/8192" 0.0285592239448274 0.085420381528673 0.0557913715754807 "253430/5294/3632/5728/9107/7167/80271/64419/5336/3705/5293/5335/3613/56623/5287/5290/4952/55613/8897/79837/8395/10423" 22
"hsa05205" "hsa05205" "Proteoglycans in cancer" "53/1658" "205/8192" 0.0288270661693919 0.0854516604306975 0.0558118010422438 "7099/5894/29102/967/3678/387/3059/2885/4318/5879/5329/5594/5595/207/7097/355/7409/998/1432/6655/3091/6093/6774/5579/288/5499/5058/5336/3082/4659/5293/5335/8826/7422/4660/84309/5296/3708/818/5777/10000/2099/10451/7074/2549/5603/960/5290/5578/71/60/2475/5829" 53
"hsa05330" "hsa05330" "Allograft rejection" "13/1658" "38/8192" 0.0311682193028071 0.0915738832613447 0.0598104627515441 "3133/355/3107/3105/3123/3106/942/3134/3122/3108/3115/3113/941" 13
"hsa05165" "hsa05165" "Human papillomavirus infection" "81/1658" "331/8192" 0.0316451780567952 0.092159641358386 0.0601930441338856 "533/3133/8772/5894/3678/10134/5663/2885/3454/8992/9114/526/5594/5595/3659/841/324/207/1027/5728/55012/355/529/7297/7132/523/998/6655/5700/535/1147/528/5515/10312/5734/572/3107/1021/537/5590/8900/581/10488/5525/55534/1978/3105/29110/7187/578/1385/5293/3716/51382/9586/3516/7422/3696/4799/5296/3106/10000/5743/50855/3676/1739/3134/6934/9296/545/5290/4851/6932/55844/27175/9368/8517/10379/6908/2475/5829" 81
"hsa05332" "hsa05332" "Graft-versus-host disease" "14/1658" "42/8192" 0.0323048230627292 0.0932584254906599 0.0609107027618134 "3133/355/3553/3107/3105/3123/3106/942/3134/3122/3108/3115/3113/941" 14
"hsa04966" "hsa04966" "Collecting duct acid secretion" "10/1658" "27/8192" 0.032584269147339 0.0932584254906599 0.0609107027618134 "8992/9114/526/529/523/535/528/10312/51382/9296" 10
"hsa04910" "hsa04910" "Insulin signaling pathway" "37/1658" "137/8192" 0.0331218026803263 0.0939866537595585 0.061386336951392 "5509/79660/1398/5894/5573/2885/10211/31/5594/5595/5836/207/3632/8660/6655/10603/5499/805/572/5590/5140/1978/2319/5293/2872/5571/808/5296/10000/5261/5290/3101/5255/868/9470/2475/57521" 37
"hsa00052" "hsa00052" "Galactose metabolism" "11/1658" "31/8192" 0.0351411336529718 0.0981192553636962 0.064085499698546 "55276/2584/2595/2717/5236/8972/2592/7360/2582/3101/2720" 11
"hsa04926" "hsa04926" "Relaxin signaling pathway" "35/1658" "129/8192" 0.0351692511695176 0.0981192553636962 0.064085499698546 "7048/6416/5894/2885/2787/4318/2773/5594/5595/2783/207/4792/2771/409/1432/6655/2790/59345/5590/7046/10488/1385/5293/468/9586/7422/5296/10000/3725/2782/5603/5290/2769/5578/109" 35
"hsa04613" "hsa04613" "Neutrophil extracellular trap formation" "49/1658" "190/8192" 0.0359639639786022 0.0995003003407994 0.0649875138560706 "2212/4688/2357/366/4689/6404/7099/837/5894/1535/10105/2358/5879/2215/51311/5594/5595/207/653361/7097/64581/55869/2214/27180/1432/10014/5579/728/834/5880/5336/23569/6850/5293/5335/5296/10000/79792/9734/5603/5290/3689/292/3684/5578/71/1378/60/2475" 49
"hsa04360" "hsa04360" "Axon guidance" "47/1658" "182/8192" 0.0384881817248847 0.105603936633568 0.0689740359750001 "64101/5894/1945/387/2047/5879/9860/2773/5594/5595/10154/2771/54961/10627/998/2050/2242/6093/7852/103910/5530/10509/5058/5880/3985/4773/5336/5590/10512/5293/10505/5335/1072/5296/818/5532/50855/55558/5290/3611/64218/3983/5578/5533/659/2534/84448" 47
"hsa04136" "hsa04136" "Autophagy - other" "11/1658" "32/8192" 0.0440648814754599 0.119914267621743 0.0783206694041824 "23710/64422/11337/5515/8678/23130/3476/9706/9140/2475/57521" 11
"hsa04912" "hsa04912" "GnRH signaling pathway" "26/1658" "93/8192" 0.0453744490702346 0.122196736286921 0.0798114384118761 "6416/5894/2885/10746/5594/5595/998/1432/6655/5579/2796/805/2776/468/808/4216/5321/3708/818/3725/5580/5603/2797/5578/778/109" 26
"hsa00512" "hsa00512" "Mucin type O-glycan biosynthesis" "12/1658" "36/8192" 0.0456397448782476 0.122196736286921 0.0798114384118761 "10610/2591/51809/6483/9334/8693/256435/2589/55568/29071/63917/55808" 12
"hsa05202" "hsa05202" "Transcriptional misregulation in cancer" "49/1658" "193/8192" 0.0462620635344958 0.122872040747621 0.0802525060051043 "7048/1050/4005/4318/4616/2313/1027/6688/7850/3087/221037/1848/1051/4297/1649/7468/85414/604/5914/6692/7030/4149/8900/581/6667/578/7709/929/7185/5218/597/6256/2322/6257/942/5327/64919/171558/860/8938/26039/2005/3684/64332/4914/466/2521/3248/6935" 49
"hsa04022" "hsa04022" "cGMP-PKG signaling pathway" "43/1658" "167/8192" 0.0481545807638452 0.126883498520608 0.0828725450071187 "7408/5894/10105/387/5997/5294/2773/5594/5595/10335/207/10672/2771/8660/6093/5530/5499/6722/805/572/2776/4773/5140/10488/4659/1385/468/9586/488/4882/27094/808/3708/5532/10000/4638/292/2768/5533/778/109/2969/5581" 43
"hsa05321" "hsa05321" "Inflammatory bowel disease" "19/1658" "65/8192" 0.0532520182976989 0.13921000058926 0.0909234626550018 "3460/7099/3459/7097/3553/4088/6778/6774/8809/3123/3725/2625/64127/3606/3122/3108/3115/3113/8807" 19
"hsa00061" "hsa00061" "Fatty acid biosynthesis" "7/1658" "18/8192" 0.0540594543463944 0.140216709710961 0.0915809835144511 "31/2180/2182/197322/2181/27349/109703458" 7
"hsa01212" "hsa01212" "Fatty acid metabolism" "17/1658" "57/8192" 0.05496036108061 0.140921088280701 0.0920410405384414 "51/60481/31/401494/2180/2182/197322/2181/36/5538/3032/51144/64834/30/27349/109703458/3033" 17
"hsa01250" "hsa01250" "Biosynthesis of nucleotide sugars" "12/1658" "37/8192" 0.0555449961691388 0.140921088280701 0.0920410405384414 "55276/2584/5236/2821/2592/7360/80146/55577/2582/3101/2762/8790" 12
"hsa00600" "hsa00600" "Sphingolipid metabolism" "16/1658" "53/8192" 0.0556044053155778 0.140921088280701 0.0920410405384414 "4758/427/29956/8560/3074/2717/8877/9334/10825/2629/10558/9517/8611/2720/410/5660" 16
"hsa04510" "hsa04510" "Focal adhesion" "50/1658" "201/8192" 0.0610477954030977 0.153544455104761 0.100285852097593 "1398/7408/5894/3678/387/2885/5879/5594/5595/207/5728/7409/10627/998/6655/6093/5579/87/103910/5499/5058/572/5880/3082/4659/5293/64098/596/7422/4660/3696/5296/331/10000/3725/4638/10451/2909/3676/5290/7791/3611/8395/5906/5578/71/81/60/2534/5829" 50
"hsa04725" "hsa04725" "Cholinergic synapse" "30/1658" "113/8192" 0.0623571536863456 0.155658458826066 0.101666590101996 "5294/2787/2773/5594/5595/2783/207/3759/2771/5579/2790/2776/59345/10488/1385/5293/468/9586/596/5296/3708/818/10000/2782/3717/5290/5578/2534/778/109" 30
"hsa00030" "hsa00030" "Pentose phosphate pathway" "10/1658" "30/8192" 0.0650769468687141 0.161235420600098 0.105309120620229 "25796/7086/6888/55276/226/5236/5226/2821/2539/64080" 10
"hsa03020" "hsa03020" "RNA polymerase" "11/1658" "34/8192" 0.0662889621192097 0.163021743878353 0.10647583778992 "5432/11128/55718/5439/27297/25885/5436/5435/10623/661/548644" 11
"hsa04728" "hsa04728" "Dopaminergic synapse" "34/1658" "132/8192" 0.072120495336253 0.176058856262029 0.114990882656874 "2787/2773/6571/2783/207/55012/2771/409/1432/5579/5530/5515/5499/2790/805/2776/59345/10488/5525/1385/468/9586/9575/808/3708/818/5532/10000/2782/3799/5603/55844/5578/5533" 34
"hsa04914" "hsa04914" "Progesterone-mediated oocyte maturation" "27/1658" "102/8192" 0.0763747388801034 0.185083308818937 0.120885103413763 "5894/25847/6195/2773/5594/5595/207/132864/2771/1432/8881/51529/5140/8900/5293/5296/10000/64682/10459/994/5603/245711/5290/80315/246184/109/29945" 27
"hsa04612" "hsa04612" "Antigen processing and presentation" "21/1658" "78/8192" 0.0938884862502749 0.225876648080372 0.147528818974498 "3133/3310/1520/3303/5720/3107/3305/3105/567/1385/6890/10437/3123/3106/4800/3134/3122/3108/3115/3113/8625" 21
"hsa05207" "hsa05207" "Chemical carcinogenesis - receptor activation" "51/1658" "212/8192" 0.0960195230675739 0.229341594664997 0.149791910275806 "5894/2885/6195/2773/5594/5595/207/688/2771/409/6777/6655/6774/5579/604/572/10488/1978/1385/5293/6776/468/9586/596/7422/4258/85315/3837/5296/331/6256/10000/9446/3725/2099/2941/6257/7421/3836/3717/5290/5465/3840/2053/5578/23633/778/109/2475/9049/2946" 51
"hsa00480" "hsa00480" "Glutathione metabolism" "16/1658" "57/8192" 0.0979956249453815 0.232389624870476 0.151782697283824 "50484/51060/6611/290/2936/5226/4258/26873/2539/9446/2941/2729/27306/2950/2678/2946" 16
"hsa04917" "hsa04917" "Prolactin signaling pathway" "19/1658" "70/8192" 0.100500617335969 0.236639751457742 0.154558620165805 "5894/2885/5594/5595/3659/207/6777/1432/6655/6774/5293/6776/2592/5296/10000/2099/5603/3717/5290" 19
"hsa03022" "hsa03022" "Basal transcription factors" "13/1658" "45/8192" 0.106388549438874 0.248739425448634 0.162461387579006 "6883/2959/6881/1022/6879/83860/2962/6875/6884/6908/2960/2969/2958" 13
"hsa00561" "hsa00561" "Glycerolipid metabolism" "17/1658" "62/8192" 0.107475934226618 0.249524546596065 0.162974180719053 "84803/84649/7920/10555/2710/8694/23175/2717/160851/154141/1606/8611/223/8526/55750/10327/56894" 17
"hsa04216" "hsa04216" "Ferroptosis" "12/1658" "41/8192" 0.108948516838891 0.251186858267442 0.164059901087803 "30061/2180/2182/4891/6303/84557/2181/2512/2729/23516/10162/643246" 12
"hsa03015" "hsa03015" "mRNA surveillance pathway" "25/1658" "97/8192" 0.109934877745401 0.251712961458436 0.164403519532143 "55012/53918/10978/2733/29101/124540/5515/5499/2107/26019/23049/5525/51585/23293/65110/55339/9775/10284/5976/8761/23381/55844/64895/2521/8106" 25
"hsa00051" "hsa00051" "Fructose and mannose metabolism" "10/1658" "33/8192" 0.113161617402175 0.257005089588097 0.16786001412539 "5210/226/7167/57103/55556/3101/5209/5207/2762/8790" 10
