	pvalue_Dis	padj_Dis	log2FoldChange_Dis	baseMean_raw.Case_Dis	baseMean_raw.Control_Dis	pvalue_Rep	padj_Rep	log2FoldChange_Rep	baseMean_raw.Case_Rep	baseMean_raw.Control_Rep	Direction
chr12_7917220_7917660_minus	0.000622105	0.030056393	0.146801361	100.3761468	88.66666667	2.39376576149908e-10	8.77770304234206e-08	0.257641899408757	79.6643835616438	69.2229885057471	1
chr16_3821940_3822230_minus	0.000773246	0.033353546	0.146767265	76.03302752	63.4837963	0.0285173884592347	0.0897437699185514	0.0921532374317153	64.6698630136986	61.5632183908046	1
chr12_122863670_122863780_minus	0.000158225	0.015650492	0.146589751	22.48073394	19.06481481	0.0015389405832225	0.0100492395495862	0.110268196364072	18.0835616438356	17.2068965517241	1
chr10_97323080_97323810_minus	0.000192465	0.017394283	0.14515757	167.266055	144.5138889	9.126324684678569e-11	4.16848882746678e-08	0.233874176053577	134.252054794521	117.914942528736	1
chr16_66204910_66205190_minus	0.000960225	0.037841924	0.144789718	53.28440367	45.80324074	1.3450180928293e-05	0.0002992952653573	0.172531697687307	37.8424657534247	34.2114942528736	1
chr20_1852720_1854010_minus	0.000638017	0.030470197	0.144553513	334.9431193	276.5208333	0.0072961378856543	0.0327113741782349	0.0949691132201645	250.78904109589	234.797701149425	1
chr4_83558340_83559070_plus	0.00035095	0.02317289	0.144290717	74.46788991	63.24305556	0.0005314039778919	0.0045705657629392	0.127815742164332	56.0438356164384	52.6896551724138	1
chr14_68913200_68913730_minus	8.14e-06	0.005055719	0.143944561	108.746789	91.5	4.12853825427071e-07	2.272441721986e-05	0.144938142411491	83.886301369863	77.6735632183908	1
chr14_68929390_68930160_minus	0.000840591	0.034943154	0.143883542	364.4587156	326.4791667	4.46387717378253e-10	1.41728100267595e-07	0.265782213089468	304.402739726027	260.691954022989	1
chr9_112450900_112452130_plus	1.38e-06	0.002464159	0.143408657	131.2862385	112.5347222	9.25931872923063e-05	0.0012356708578053	0.108374196717126	91.5849315068493	86.432183908046	1
chr2_70500130_70501080_minus	0.000106346	0.013536584	0.143371944	220.7045872	193.4398148	0.0012546392822133	0.0086574433375101	0.109126808414456	170.7	164.733333333333	1
chr20_47750300_47751010_minus	0.000163645	0.015811637	0.142336778	178.7119266	144.3333333	0.0009766154164786	0.007237245341995	0.111222870538444	122.509589041096	114.409195402299	1
chr20_1855450_1857340_minus	0.000808334	0.034111053	0.141905061	436.5853211	358.8842593	0.0011015113406333	0.00787420311735	0.112430130154501	350.730136986301	325.827586206897	1
chr19_50004830_50005040_minus	2.31e-05	0.007019415	0.141652995	49.20917431	41.59722222	8.27607086488643e-06	0.0002091941551618	0.133395881594113	37.7643835616438	35.6183908045977	1
chr14_68914090_68914230_minus	0.000135074	0.015157979	0.141330735	28.91926606	24.53935185	0.0010045551518174	0.0073672094021317	0.112193013079906	23.2054794520548	22.0988505747126	1
chr21_42302620_42304300_plus	0.000730399	0.032706776	0.141081926	206.0880734	180.5671296	6.91449135593894e-11	3.39731632437774e-08	0.243042992329216	151.219178082192	131.052873563218	1
chr15_79903120_79903460_minus	0.000139486	0.015228159	0.140118763	95.58715596	81.7037037	0.0315107951717532	0.0965384269588838	0.0724248198058423	56.9506849315068	55.632183908046	1
chr5_140181950_140184040_plus	0.000138771	0.015228159	0.140108238	247.9045872	211.8194444	0.0005520135892159	0.0047073939715813	0.118412891004437	178.494520547945	168.820689655172	1
chr11_129824460_129826250_plus	0.000358727	0.023221305	0.139892689	263.2752294	234.6134259	0.0079361771295696	0.0347432943615847	0.101080897225936	164.079452054795	159.347126436782	1
chr15_63945760_63946070_minus	0.000852873	0.035277909	0.139741451	86.76880734	70.95833333	1.64225422514241e-05	0.0003428277099407	0.162760924830741	55.2616438356164	49.0068965517241	1
chr9_91412820_91414280_minus	0.000483596	0.026639709	0.139078807	398.9211009	344.4699074	1.98026134905448e-08	2.59075900616248e-06	0.200908213557303	289.523287671233	256.04367816092	1
chr22_42886490_42887990_minus	9.85e-06	0.005055719	0.139000015	402.8477064	331.2453704	5.554722297461271e-10	1.68159529086516e-07	0.170469645945449	306.7	281.850574712644	1
chr12_98636240_98636940_minus	3.5e-05	0.008386884	0.138556117	159.5669725	137.4675926	4.38827448166329e-07	2.39057961888091e-05	0.145243660694843	125.379452054795	115.664367816092	1
chr1_149881750_149883230_minus	0.000698655	0.031846721	0.138449929	516.7614679	463.1712963	5.3157815408225194e-12	4.944172797966031e-09	0.257498246213919	390.342465753425	336.629885057471	1
chr4_40441400_40442150_minus	4.51e-05	0.008885753	0.138281243	232.2183486	200.1527778	1.62879973501456e-06	6.20875565169897e-05	0.149258235504854	166.465753424658	154.388505747126	1
chr1_59571840_59573200_plus	0.001314256	0.045142215	0.137425891	147.8513761	132.9421296	8.81930645863094e-09	1.39157965848762e-06	0.222799786894404	107.869863013699	97.5885057471264	1
chr1_115056290_115056600_minus	0.001158414	0.042518834	0.136941967	104.1211009	93.1412037	0.0003286352810692	0.0032329943568121	0.14562080171118	63.3616438356164	59.4091954022988	1
chr3_112520540_112520800_minus	0.000297538	0.021714096	0.136662861	54.43669725	49.06018519	5.42521262370345e-07	2.77133585968933e-05	0.174653606469556	39.4205479452055	36.9701149425287	1
chr18_62950310_62951060_plus	0.000272369	0.020808256	0.136631092	73.13211009	63.15740741	1.86490286226271e-05	0.0003758267044026	0.148744102458501	50.8698630136986	46.8804597701149	1
chr3_155119700_155133620_plus	0.000512133	0.02736521	0.136576744	3252.480734	2760.578704	0.000818965014423	0.0063344486483969	0.11909755111158	2095.0397260274	1908.33333333333	1
chr6_41694020_41695500_minus	0.000140795	0.015228159	0.136469727	478.2458716	361.625	0.0001224849021749	0.0015279800805584	0.10248121272966	387.327397260274	368.848275862069	1
chr12_64730160_64731200_plus	0.000115767	0.01386153	0.136369157	90.76513761	79.31018519	7.47863948124015e-07	3.52091101074299e-05	0.161759687818443	78.4027397260274	71.7586206896552	1
chr18_62953220_62954010_plus	0.000307176	0.021886647	0.136310249	78.98348624	68.79861111	0.0003409825423244	0.0033228403926367	0.119485532402654	58.9041095890411	55.2804597701149	1
chr9_114393520_114393650_minus	0.000109752	0.013596733	0.135725679	28.64036697	24.52546296	0.005051122521214	0.0248358781567154	0.089063131828685	22.4315068493151	21.7310344827586	1
chr3_72081680_72081940_minus	0.00061622	0.030001779	0.135409924	55.98899083	46.49537037	0.0449999012892543	0.124847871916638	0.0737155268627952	41.6616438356164	41.2689655172414	1
chr20_1850950_1852510_minus	0.001302295	0.044889729	0.135171226	404.6238532	337.4976852	0.0280200103087313	0.0886177075301044	0.0757234730283697	283.915068493151	268.703448275862	1
chr1_234964860_234965690_minus	0.000670625	0.031414487	0.135163916	173.5963303	147.7939815	6.95899659151551e-08	6.2908845923648e-06	0.190353555499327	132.371232876712	116.949425287356	1
chr18_77000510_77001090_minus	1.21e-05	0.00555715	0.134779749	111.7302752	95.09722222	2.45395872432941e-07	1.53663248423998e-05	0.144784189840394	88.6739726027397	82.6367816091954	1
chr3_48515450_48515720_minus	0.001364178	0.046004932	0.134650122	48.44954128	40.71296296	1.52577017252705e-06	5.92003374690636e-05	0.176790559574923	38.0438356164384	34.5425287356322	1
chr11_72745840_72746360_minus	4.72e-05	0.009045327	0.134348749	125.3045872	103.837963	6.19504606298464e-05	0.0009301500821788	0.118137846272826	91.9342465753425	86.1724137931034	1
chr16_66199170_66200310_minus	0.000543906	0.02813906	0.133897001	293.7798165	255.1203704	1.99978646922422e-06	7.17141056835436e-05	0.173105081750515	198.206849315068	179.698850574713	1
chr5_89447000_89448430_plus	0.001558471	0.049809367	0.133568424	129.0440367	115.3518519	7.17117050783463e-11	3.44080019123353e-08	0.241475831959846	110.43698630137	97.5011494252874	1
chr1_161009070_161009200_minus	0.000279253	0.021112683	0.13334889	28.43119266	24.64351852	0.0001137327128552	0.00144370120877	0.131461296436003	20.9383561643836	20.0068965517241	1
chr14_73328610_73331380_minus	4.08e-07	0.001702769	0.132789171	740.7009174	630.6412037	1.92561796027015e-07	1.30555894780295e-05	0.118502994106838	575.904109589041	538.305747126437	1
chr2_70509170_70510080_minus	0.000436633	0.025411	0.131834049	258.0862385	224.0162037	0.0025398037257948	0.0146974416539384	0.10153240493229	159.923287671233	152.455172413793	1
chr11_118244930_118248200_minus	1.01e-05	0.005055719	0.131794084	1164.750459	1006.402778	3.01353132452906e-12	3.9228644017057e-09	0.183016220365905	883.008219178082	808.206896551724	1
chr10_73850730_73851180_minus	3.2e-05	0.008186118	0.131429666	92.98715596	79.21759259	5.46858732012554e-05	0.0008510431637794	0.123620369976704	72.7452054794521	67.8436781609195	1
chr14_94412960_94423230_plus	0.000591571	0.029431526	0.131201467	1680.744954	1484.175926	3.11967779673976e-08	3.50089704474654e-06	0.184487603180959	1317.88630136986	1182.71494252874	1
chr15_63944580_63945340_minus	0.000683074	0.031450396	0.131082264	182.2605505	147.1041667	0.0006883585708181	0.0055608850865406	0.112273493579471	128.547945205479	118.508045977011	1
chr10_30853410_30853690_minus	0.00012032	0.014004689	0.129433462	55.05321101	47.7337963	0.0181640732734343	0.0643929258815173	0.0801665761254179	34.9027397260274	34.0252873563218	1
chr11_9161960_9162110_minus	0.000768483	0.033272139	0.129401654	34.11009174	29.68518519	0.0002110542539242	0.0023010075031525	0.138905120901798	22.7	21.3218390804598	1
chr20_47748670_47749030_minus	0.0012895	0.044571468	0.129321771	78.22752294	63.93055556	3.44806944372667e-05	0.0005972753690447	0.145147731154558	58.0438356164384	52.4942528735632	1
chr15_63942470_63943050_minus	0.001315062	0.045142215	0.129232502	126.0422018	102.2013889	0.0009938603395966	0.0073279960185216	0.11692066858589	91.2890410958904	84.167816091954	1
chr5_91182130_91183540_minus	0.000416128	0.024794313	0.129133388	288.2036697	253.0069444	7.77672431249338e-05	0.0011003642254117	0.128986547999005	217.23698630137	201.491954022988	1
chr6_134217410_134217980_minus	0.000710298	0.032201441	0.128937743	121.5266055	106.712963	5.21269702523722e-08	5.0128942396362e-06	0.188335991674888	87.9150684931507	79.8413793103448	1
chr1_21330380_21331170_minus	0.000304358	0.021886647	0.128576824	173.0330275	139.9976852	0.0001104046314229	0.0014080791597356	0.11931249864653	149.258904109589	139.119540229885	1
chr10_48799320_48799960_plus	0.001127309	0.042231909	0.128133567	61.31559633	52.83101852	0.0038147092042621	0.0201003752545972	0.108334012137725	35.4232876712329	33.8	1
chr8_28760400_28760860_plus	0.000665843	0.031283123	0.128005794	44.20733945	37.68981481	0.0227853907558721	0.0759075685641881	0.0912204323181098	23.086301369863	21.7747126436782	1
chrX_17712860_17714440_plus	0.000357144	0.023221305	0.127992676	166.9247706	146.7175926	8.45364187480494e-08	7.28776709306446e-06	0.172310413230557	117.624657534247	105.47816091954	1
chr11_72742720_72743340_minus	1.51e-05	0.005910677	0.127721189	163.359633	135.4884259	1.06158437129828e-06	4.51607011548213e-05	0.126507238592528	112.516438356164	106.12183908046	1
chr20_47748220_47748540_minus	0.001203458	0.043521004	0.127530764	76.96146789	63.22222222	2.44528397485535e-07	1.53663248423998e-05	0.184703027691724	58.1493150684932	51.8965517241379	1
chr14_73326300_73327020_minus	0.000173905	0.016441113	0.127344879	152.3761468	129.3310185	1.84909999269692e-05	0.0003743492870129	0.1250086713672	119.658904109589	110.827586206897	1
chr20_60110790_60111780_plus	0.00033114	0.022828599	0.126859194	95.61651376	79.52777778	0.0194963945433868	0.0679502853998761	0.0727288786287417	65.872602739726	61.5011494252874	1
chr7_127983330_127986100_minus	0.000811584	0.034134252	0.126610988	890.7266055	782.8472222	9.63053896349468e-07	4.20689734756013e-05	0.163948820010099	693.631506849315	633.257471264368	1
chr7_42906090_42906310_minus	0.00090218	0.036532447	0.126592476	41.96880734	37.01157407	1.55515366912961e-05	0.0003299790201775	0.146003569036706	31.3232876712329	28.9494252873563	1
chr14_75460320_75460730_plus	0.000197682	0.017640397	0.126400352	104.5981651	90.69212963	6.40592390258572e-06	0.0001726482699832	0.147977882737319	77.7616438356164	71.0712643678161	1
chr2_70501230_70502210_minus	0.000365115	0.023290419	0.125344935	243.1192661	211.2893519	0.0062267372344201	0.0289539388994692	0.0886649329688117	158.476712328767	151.894252873563	1
chr1_21341730_21343530_minus	0.00035744	0.023221305	0.125075307	402.2899083	325.9675926	1.16936377046166e-05	0.0002691811296549	0.125450220582993	329.434246575342	309.963218390805	1
chr5_91177110_91178380_minus	0.000952727	0.03772467	0.124859224	388.7137615	338.3703704	0.0007832881054877	0.0061193459299936	0.11622273932371	245.567123287671	228.379310344828	1
chr11_126418170_126419370_plus	0.000475853	0.026535565	0.124782938	122.8201835	104.974537	0.0014623120893559	0.0096922849405249	0.1061573944265	83.127397260274	78.6965517241379	1
chr11_72744260_72744590_minus	0.000154083	0.015423684	0.124771762	67.82018349	55.94675926	1.54548604820855e-06	5.96984113725663e-05	0.142227242884135	45.2972602739726	41.7448275862069	1
chr22_42898390_42898880_minus	0.000408529	0.024551873	0.124732893	110.4091743	93.9212963	0.0002745991925828	0.0028138089022334	0.11899290172291	81.558904109589	76.2988505747126	1
chr1_21315880_21316270_minus	0.001316836	0.045142215	0.124398774	87.83669725	70.14583333	0.002049848694144	0.0124749440748105	0.094527396227927	75.7328767123288	72.1655172413793	1
chr22_21823450_21825280_plus	0.000642559	0.030628663	0.124124245	198.3834862	173.8263889	1.08743051638868e-05	0.0002571412669771	0.147030611791427	155.724657534247	148.703448275862	1
chr19_56112210_56112760_minus	8.5e-05	0.012384894	0.124019061	122.2954128	100.5601852	0.0146733924503169	0.0552933525031119	0.07248610927188	86.8986301369863	85.2298850574713	1
chr17_45426450_45427090_minus	0.001337077	0.045400736	0.124009241	164.3926606	129.6296296	0.0006894414536158	0.005565769998415	0.113495587346691	140.343835616438	132.062068965517	1
chr6_30809390_30809920_minus	0.000735105	0.032706776	0.123871159	137.1853211	121.7962963	0.0003158441739209	0.0031433497966478	0.138445976225054	98.0972602739726	94.2965517241379	1
chr20_32471530_32472220_minus	0.000324023	0.022700975	0.123845499	127.1082569	101.5856481	0.0490216155593726	0.133056480513789	0.0534909129379855	109.208219178082	109.324137931034	1
chr6_136716170_136716330_minus	0.000150514	0.015302717	0.123457597	33.8146789	29.16898148	0.0119511258507112	0.0474527316643688	0.0697640362515542	26.7493150684931	25.9954022988506	1
chr20_47695190_47696340_minus	0.000540969	0.02813906	0.123377406	220.4073394	179.974537	1.3835644400109e-05	0.0003055224783348	0.128310024363693	178.516438356164	163.354022988506	1
chr1_51664270_51664510_plus	0.001138635	0.042424953	0.123323397	16.97981651	14.72916667	0.0444470604785395	0.123617051549917	0.0748461589334907	12.3657534246575	12.0275862068966	1
chr11_72746470_72746840_minus	0.000102515	0.013389945	0.123048719	93.66422018	78.28240741	5.69538380557247e-07	2.87363018174572e-05	0.140510781216311	71.4260273972603	66.7149425287356	1
chr14_91207080_91208290_plus	0.001272416	0.044504945	0.121878167	107.9559633	91.0162037	0.0007980367221429	0.0062039074532672	0.11061493179376	100.204109589041	94.848275862069	1
chr17_44114490_44115020_minus	0.000716921	0.032384401	0.121872256	112.5614679	92.1412037	7.363373650553e-08	6.61053217214301e-06	0.160293183529756	87.6876712328767	80.2942528735632	1
chr15_42488160_42488880_minus	0.000224244	0.01888693	0.121421273	183.1669725	164.2638889	6.255913296553871e-09	1.10797756922299e-06	0.186237617775835	151.175342465753	137.772413793103	1
chr22_21748360_21748840_minus	0.000184816	0.017003766	0.121090759	101.6477064	89.8587963	3.4146664433792504e-09	6.94537819167023e-07	0.180174966081876	72.5561643835617	66.616091954023	1
chr20_20441140_20441380_minus	0.000553138	0.028249531	0.120903144	39.80183486	34.59259259	0.0060881912443978	0.0285012272935293	0.082126858569347	29.727397260274	28.5793103448276	1
chr5_100572780_100575170_plus	2.87e-06	0.003733768	0.120853548	305.333945	269.0069444	8.19980324045166e-07	3.75187833682177e-05	0.120319275019614	198.467123287671	186.232183908046	1
chr12_98642130_98643600_minus	0.000248096	0.020151191	0.120587691	361.6623853	318.6064815	7.89759028111176e-14	3.42689604947908e-10	0.214464348660002	269.593150684932	236.979310344828	1
chr1_12145230_12150180_plus	0.000263709	0.020605721	0.120420797	484.6201835	419.875	5.06122942079336e-08	4.95372586354718e-06	0.16452045160164	399.367123287671	365.657471264368	1
chr17_68437040_68437890_plus	7.83e-05	0.012026238	0.120400969	74.23302752	65.58796296	0.0005126168880472	0.0044516279787559	0.0943912020553036	57.0671232876712	54.5057471264368	1
chr11_59756210_59769850_plus	1.6e-05	0.005910677	0.119876548	7139.636697	6172.752315	2.01149955287361e-13	6.1300367407687e-10	0.177037819151333	5060.72739726027	4624.07126436782	1
chr8_89888970_89889250_minus	5.31e-06	0.004122925	0.119673585	77.81834862	69.4537037	2.97568587507113e-05	0.0005330848662094	0.10784356403885	60.6616438356164	58.2620689655172	1
chr12_98641690_98642000_minus	0.000542798	0.02813906	0.119604798	87.08807339	76.15740741	3.0626715641898503e-10	1.0491665022853e-07	0.193291680092462	64.0616438356164	57.3333333333333	1
chr20_20608110_20608230_minus	0.000317444	0.022403074	0.118572033	25.64770642	22.08796296	0.0071015824786849	0.0320599444828444	0.0932300475339494	14.1945205479452	13.6620689655172	1
chr2_201034280_201042450_minus	4.16e-05	0.008541928	0.117487074	3618.304587	3181.219907	1.25441440130662e-06	5.15121118896179e-05	0.119822769408716	2429.39589041096	2297.73333333333	1
chr10_79189340_79196080_plus	0.000944165	0.037504349	0.11696903	1012.40367	789.4791667	0.0410665215908958	0.116887164055862	0.0531623999583783	806.605479452055	800.085057471264	1
chr4_139033580_139037400_minus	3.91e-08	0.000728673	0.116941033	1356.765138	1202.949074	2.0607665588922e-12	3.35325358504741e-09	0.143758428481456	1060.03835616438	998.004597701149	1
chr11_14892820_14896380_plus	0.000207323	0.018140795	0.115009236	318.1559633	281.5555556	3.92809575709307e-11	2.22321680512866e-08	0.177983220557484	220.854794520548	201.222988505747	1
chr17_44113310_44114070_minus	0.000552805	0.028249531	0.114693169	155.0201835	124.9606481	1.29670970179514e-05	0.0002912841853859	0.118293418043886	119.995890410959	112.418390804598	1
chrX_120452800_120454340_minus	2.87e-05	0.007749544	0.114154272	371.2733945	331.1018519	6.6694973641957e-11	3.39731632437774e-08	0.160593972015572	274.22602739726	252.501149425287	1
chr8_61696460_61697370_minus	0.00067662	0.031414487	0.114098193	208.5816514	184.7939815	0.0122055293025129	0.0481836171934682	0.084372882919349	133.817808219178	126.632183908046	1
chr12_49200000_49205000_plus	0.000253993	0.020307245	0.11408684	566.4972477	508.9884259	7.16161280174868e-15	8.208471201830369e-11	0.222329003400191	449.158904109589	397.933333333333	1
chr6_35852010_35853230_minus	0.000809669	0.034111053	0.113784061	272.7431193	234.2800926	0.0220370047187094	0.0740281740885573	0.0695501003280442	203.549315068493	195.804597701149	1
chr8_140545430_140546260_minus	0.000527144	0.027809061	0.113673907	154.2880734	126.1851852	0.0009924417826439	0.0073237590167618	0.0939864956179316	111.217808219178	106.954022988506	1
chr14_73369850_73370170_minus	0.000734503	0.032706776	0.113324454	67.84770642	59.77314815	0.0165093156384324	0.060223200883404	0.0738766951866862	47.0150684931507	45.2574712643678	1
chr1_59569550_59571650_plus	0.000108148	0.013596733	0.113217442	210.2715596	190.0949074	1.38511671048673e-07	1.02739354864735e-05	0.149897947822155	155.712328767123	145.393103448276	1
chr20_20690640_20691100_minus	0.000691136	0.031675611	0.11257047	138.1504587	122.6157407	0.010500723653137	0.0431004793172668	0.0826040086357371	71.3520547945206	70.8459770114943	1
chr4_83545800_83547140_plus	0.000658127	0.031192496	0.112478043	130.4201835	112.3541667	2.33527676294154e-06	8.07959910904832e-05	0.148746552166161	93.9342465753425	85.5264367816092	1
chr17_64830410_64830840_minus	0.000260096	0.02046821	0.112088473	106.506422	91.15277778	0.0338328027946985	0.101514004927968	0.0583984623492285	68.2739726027397	66.5701149425287	1
chr4_184357830_184359140_minus	0.0005439	0.02813906	0.111908026	284.240367	253.8402778	3.63309495429029e-08	3.95764130271747e-06	0.160649337702367	211.447945205479	196.937931034483	1
chr11_12174260_12178670_plus	0.001047794	0.039971096	0.111832958	1056.280734	876.3865741	0.0208381804239995	0.0712064611286031	0.0675713962928648	669.223287671233	641.880459770115	1
chr9_112446110_112448260_plus	3.79e-05	0.008386884	0.111689599	297.493578	259.1736111	2.32315594549228e-07	1.4752040253876e-05	0.128544978100492	197.820547945205	184.319540229885	1
chr8_141222370_141227140_minus	0.000583468	0.029171512	0.111217112	1871.2	1571.291667	1.41075189225164e-05	0.0003107354104464	0.120714652073006	1394.70821917808	1289.30574712644	1
chr4_159307570_159310360_plus	0.000103343	0.013389945	0.111092233	463.0422018	414.1412037	1.74351210059317e-06	6.51253049339214e-05	0.11896531046901	315.487671232877	300.131034482759	1
chr1_231404040_231408070_minus	5.8e-05	0.01024533	0.110680188	1873.517431	1622.837963	1.16038239514549e-05	0.0002678240749788	0.100977657149071	1233.55342465753	1171.54252873563	1
chr6_17891840_17892300_minus	0.000740411	0.032794312	0.110610689	114.9174312	99.66666667	6.77700231138343e-06	0.0001793598820909	0.135107514757284	80.958904109589	76.2091954022988	1
chr19_16363170_16367090_minus	0.000344259	0.02317289	0.110170186	1003.499083	799.3148148	0.0031208136286522	0.0172213613442054	0.0679394061185915	821.045205479452	799.919540229885	1
chr6_110819340_110819980_plus	0.000613742	0.030001779	0.109650403	55.73577982	48.69907407	0.0009637951145093	0.0071631189855123	0.100409945473342	41.2698630136986	39.2022988505747	1
chr16_3852610_3853190_minus	2.39e-06	0.003329483	0.109575499	135.293578	115.0324074	0.0004212219845593	0.0038750934162554	0.0774108276059668	108.57397260274	105.954022988506	1
chr17_82987470_82989020_minus	0.001068338	0.04056929	0.109466928	453.8788991	379.8101852	0.0374055177387028	0.109140580519376	0.0596829186237079	321.717808219178	311.328735632184	1
chr1_33340930_33346150_minus	0.0012545	0.044504945	0.109296031	4506.27156	3802.148148	0.0003724465969137	0.0035363410469185	0.109824109974989	3192.76301369863	2972.95402298851	1
chr1_116562330_116563030_minus	4.22e-05	0.008592787	0.10920788	186.9119266	155.1851852	0.0117230078361677	0.0467680829014136	0.0580026488823867	134.687671232877	131.645977011494	1
chr22_35315170_35316630_plus	0.000427497	0.025172029	0.109203362	166.0311927	137.912037	0.0278056296921009	0.0881216760844609	0.0660344207273966	124.138356164384	119.740229885057	1
chr14_92691950_92696970_plus	0.000681134	0.031450396	0.108559234	910.2073394	729.4212963	0.0095262857271119	0.0400479329735764	0.0711341632574631	774.182191780822	758.680459770115	1
chr22_42895480_42897260_minus	4.79e-05	0.009088054	0.108462044	566.7394495	485.0972222	4.33907383968089e-08	4.4553910615873e-06	0.124072148884246	401.434246575342	374.324137931034	1
chr11_78256430_78257040_minus	0.001151699	0.042518834	0.108371095	208.2	182.1990741	1.08443757221806e-08	1.67061137234894e-06	0.156009802430121	176.46301369863	161.795402298851	1
chr3_32478020_32478640_minus	0.000106562	0.013536584	0.108298968	143.2697248	124.8657407	2.51660394317367e-07	1.56745893924704e-05	0.129335316537931	105.234246575342	99.2551724137931	1
chr6_136553420_136554040_minus	0.000277652	0.021055252	0.108006373	169.7688073	153.7222222	2.12589328413558e-08	2.68677823555679e-06	0.146671064316357	113.223287671233	106.737931034483	1
chr1_156496420_156498550_minus	0.00024502	0.02003802	0.107884366	767.187156	615.3587963	8.73701649356567e-07	3.89500384263668e-05	0.114264564560029	547.195890410959	521.981609195402	1
chr11_72743450_72744110_minus	0.000721248	0.03252112	0.107210749	174.3082569	145.0601852	6.01220804648146e-07	2.98492616879057e-05	0.145979693346759	124.72602739726	116.103448275862	1
chr2_96245750_96246290_minus	0.00094197	0.037476645	0.107052458	103.7926606	89.03472222	1.02329981104278e-05	0.0002455791027479	0.13126702987032	84.6068493150685	78.535632183908	1
chr10_29676630_29677300_minus	0.000448619	0.025927716	0.106952626	153.4825688	131.8333333	5.48376444242507e-05	0.0008528662321298	0.11740515643693	104.343835616438	98.2045977011494	1
chr1_151690170_151691410_plus	0.000215513	0.018618981	0.106867877	123.8788991	108.7106481	3.3892821323632e-05	0.0005898393069256	0.10945294282673	97.1958904109589	92.3816091954023	1
chr11_72746960_72749680_minus	0.000218218	0.018701754	0.106848777	654.8568807	559.6087963	7.768959315236371e-10	2.2869339520913e-07	0.154892123407423	506.106849315068	467.508045977011	1
chr11_72749950_72751680_minus	0.001224493	0.044090542	0.106694656	413.0348624	356.2986111	6.9545714563629495e-12	5.658195870825291e-09	0.201105732962754	315.457534246575	284.112643678161	1
chr2_239262470_239263240_minus	0.000802958	0.034057655	0.106587922	166.8770642	142.2013889	9.66978756231454e-05	0.0012708375526747	0.113166547959009	119.983561643836	114.581609195402	1
chr6_17864540_17865180_minus	0.00124174	0.044392206	0.10611799	127.9577982	110.8240741	2.998176127757e-09	6.34613947041898e-07	0.165446473196881	101.735616438356	92.7793103448276	1
chr8_61708940_61710330_minus	0.001125295	0.04221965	0.106073368	334.4256881	295.3888889	1.41309653014636e-05	0.0003109887418627	0.139557659770586	236.269863013699	217.618390804598	1
chr20_56429900_56436300_plus	3.92e-05	0.008386884	0.105806025	1593.361468	1383.268519	7.3403460770471105e-09	1.21723509627975e-06	0.125824777140212	1176.96575342466	1101.8275862069	1
chr15_79903640_79905080_minus	0.000682024	0.031450396	0.105640221	483.959633	427.1805556	5.74639659602999e-06	0.0001592678692944	0.127370878883905	285.434246575342	270.268965517241	1
chr4_184362170_184362740_minus	0.001327869	0.045261687	0.105473118	150.5486239	134.5555556	4.84160776165726e-06	0.0001394372323835	0.146298332095207	89.8369863013699	84.4712643678161	1
chr14_68918950_68920460_minus	0.000568403	0.028735949	0.10457603	373.2825688	323.0162037	1.58413171541175e-05	0.0003344920455048	0.113580824536699	260.735616438356	246.234482758621	1
chr14_92697130_92699600_plus	0.000491012	0.026764041	0.104563222	362.866055	310.9097222	0.0002504459682444	0.0026144189187026	0.0982428738104791	316.304109589041	306.691954022989	1
chr11_78257150_78260870_minus	0.000547248	0.028178785	0.103865695	995.3816514	857.1643519	1.6210129128354e-09	3.87184139318071e-07	0.145977354897371	781.738356164384	717.8	1
chr13_25281190_25281320_minus	0.000949212	0.037645071	0.103820402	27.57614679	23.15277778	0.0002031114873896	0.0022387839010116	0.116456245594921	21.8890410958904	20.848275862069	1
chr16_67472920_67473530_minus	0.001550886	0.049693541	0.1037624	118.2605505	102.0300926	1.34085701919697e-06	5.41228100694468e-05	0.147550610766497	106.058904109589	98.664367816092	1
chr6_158668330_158672590_plus	0.000103488	0.013389945	0.103468951	555.8715596	477.8819444	0.0001187970442053	0.0014945027709673	0.0963252625442985	373.88904109589	353.183908045977	1
chr11_3010500_3010740_minus	0.001543538	0.049521835	0.102761998	61.88073394	52.86574074	0.0001674301260322	0.0019275406294857	0.121499838249826	41.6794520547945	39.8896551724138	1
chr17_51050270_51050870_minus	0.000434291	0.025333642	0.102679066	163.6201835	146.8356481	9.73553411853553e-07	4.24563870646688e-05	0.12882560272894	100.378082191781	94.2620689655172	1
chr14_102388990_102399890_plus	0.000864594	0.035527854	0.102069214	1865.489908	1639.986111	1.45471171059786e-07	1.06386009509593e-05	0.141543051007076	1465.68630136986	1356.12183908046	1
chr14_73327230_73327880_minus	0.000869351	0.035606391	0.101422783	155.0238532	135.3819444	2.189414899881e-07	1.43061359253858e-05	0.148543446391167	109.98904109589	101.229885057471	1
chr22_38268510_38269190_minus	0.000768244	0.033272139	0.099677782	135.1412844	117.8333333	4.87127181866904e-07	2.56727857892811e-05	0.141294474952619	95.5191780821918	89.0574712643678	1
chr5_95075540_95079600_minus	0.001536197	0.049454849	0.098720825	1251.809174	1118.122685	1.7434232969284e-06	6.51253049339214e-05	0.133407191331815	910.397260273973	866.429885057471	1
